example_id,customer_tweet_id,customer_id,customer_message,intent,expected_handling,handling_reason,reference_reply,created_at
GOLDEN_081,920928,198254,It is that easy that you have to call and message them 100 times to get your product refunded or replaced,order_status_delivery,AUTO_HANDLE,Standard informational inquiry for order_status_delivery: Can be resolved with policy guidance.,"That is quite a remark, Could you please let us know what went wrong so that we can assist you with this accordingly ?",Thu Oct 19 11:55:02 +0000 2017
GOLDEN_082,495852,233272,dang I ordered this headset with 2 day shipping for this LAN event tomorrow and they come in defective just my luck. Any way you guys could hook it up with free next day/one day delivery?,damaged_defective_item,ESCALATE,Physical product issue: Damaged merchandise requires replacement order creation or refund approval.,Oh no! Since we don't have access to accounts via Twitter could you reach out to us here: https://t.co/hApLpMlfHN? We're here to help in any way that we can!,Fri Dec 01 18:23:00 +0000 2017
GOLDEN_083,182925,158356,"Can't even cancel your order , neither get the delivery nor refund until they have figured out and received their own item",returns_and_refunds,AUTO_HANDLE,Standard informational inquiry for returns_and_refunds: Can be resolved with policy guidance.,Request you to write back to the email you've received from our team &amp; we will get back to you with the latest update.,Thu Oct 05 16:53:27 +0000 2017
GOLDEN_084,60245,129772,Well how am i able to watch on my tablet or phone? And why are you advertising here? And why was i sold a firestick here that is no good,digital_and_devices,AUTO_HANDLE,Standard informational inquiry for digital_and_devices: Can be resolved with policy guidance.,We'd like to look into this with you! Please be sure to reach out via phone or chat here: https://t.co/JzP7hlA23B,Thu Nov 02 20:41:28 +0000 2017
GOLDEN_085,726961,294134,"Still waiting for invite to buy Echo,Could you please share the invite,Eagerly waiting for the echo#Invite",digital_and_devices,AUTO_HANDLE,Standard informational inquiry for digital_and_devices: Can be resolved with policy guidance.,"We send a limited number of invitations each week to customers, so keep an eye on your inbox.",Wed Oct 11 06:25:09 +0000 2017
GOLDEN_086,772770,304600,I love when my package comes broken,damaged_defective_item,ESCALATE,Physical product issue: Damaged merchandise requires replacement order creation or refund approval.,"Oh no! Was this order shipped directly by Amazon, or by a third-party seller on our website: https://t.co/Y5jpI9gRhE?",Thu Oct 12 01:11:25 +0000 2017
GOLDEN_087,483695,228505,so I’m trying to apply for student prime you tell me it’s ok to send screen shot but someone on email and they won’t accept it 😡,subscription_and_prime,AUTO_HANDLE,Standard informational inquiry for subscription_and_prime: Can be resolved with policy guidance.,"I am sorry to hear this, Laura. What did the associate you received the email from advise?",Fri Dec 01 14:38:37 +0000 2017
GOLDEN_088,507140,236405,Dear this is how “packs” and ships a $500 video card across the country. I can’t tell you how much I love crushed corners and torn boxes. Returning and not ordering from them again. You should chat with them about this. Unacceptable.,damaged_defective_item,ESCALATE,Physical product issue: Damaged merchandise requires replacement order creation or refund approval.,"I'm sorry for the poor experience! Was the video card damaged? Some items qualify to ship in the product box, and are labeled with ""This item's packaging may indicate what is inside. To cover it, select Ship in Amazon box on the checkout page"" on the product page.",Fri Dec 01 21:38:00 +0000 2017
GOLDEN_089,359491,201137,. how do you restore content/settings/photos from previous kindle (that died but was backed up to the cloud) to a replacement?,digital_and_devices,AUTO_HANDLE,Standard informational inquiry for digital_and_devices: Can be resolved with policy guidance.,When you set up a new tablet you will have the option to set it up as a new device or restore your content from a backup.,Sun Oct 08 16:27:06 +0000 2017
GOLDEN_090,1300547,423690,If you don't want to return my money back or mobile then I will court,returns_and_refunds,AUTO_HANDLE,Standard informational inquiry for returns_and_refunds: Can be resolved with policy guidance.,Please reply to the email received from our team. We will check and connect with you accordingly.,Wed Oct 18 03:24:00 +0000 2017
GOLDEN_091,513470,238169,"hi, is there any way of telling who sent me a parcel in my name?",order_status_delivery,AUTO_HANDLE,Standard informational inquiry for order_status_delivery: Can be resolved with policy guidance.,"Hi there, please get in touch with us and provide the tracking details/address. We may be able to look it up for you.",Sat Dec 02 00:05:29 +0000 2017
GOLDEN_092,332375,195146,my account has been hacked and i can’t find a support number anywhere without logging into my account,account_and_security,ESCALATE,Security-sensitive: Account access and identity verification cannot be resolved in public channels.,Oh no! We'd like to help in any way we can. Please click here: https://t.co/zYVX1Qi29G so we can assist,Sat Oct 07 19:10:00 +0000 2017
GOLDEN_093,254651,176525,This was work purchase w/ work credit card now I'm told I have to wait up to 24 hrs for a call back to reactivate! (2),billing_and_payment,AUTO_HANDLE,Standard informational inquiry for billing_and_payment: Can be resolved with policy guidance.,I'm very sorry for any inconvenience this causes. I hope we can provide a better experience in the future.,Thu Oct 05 18:18:38 +0000 2017
GOLDEN_094,841864,320257,I can't see Amazon App Jackpot contest.. I check in my friend's phone in his Amazon app also showing same like mine,order_status_delivery,AUTO_HANDLE,Standard informational inquiry for order_status_delivery: Can be resolved with policy guidance.,Did you try using the link shared by my colleague? Do keep us posted.,Fri Oct 13 13:28:38 +0000 2017
GOLDEN_095,285576,184033,The product is already returned to the seller now what's the use of this...Amazon is the most........... Shopping site... Don't but from it,order_status_delivery,AUTO_HANDLE,Standard informational inquiry for order_status_delivery: Can be resolved with policy guidance.,I'm sorry that you've an issue with the delivery of your order. We don't have access to your Amazon account over Twitter ^SU(1/2),Fri Oct 06 14:24:00 +0000 2017
GOLDEN_096,273861,181438,Um what is the point of sending me a Fire TV Stick if the remote that comes with it DOESN’T WORK??! Battery change does nothing.,digital_and_devices,AUTO_HANDLE,Standard informational inquiry for digital_and_devices: Can be resolved with policy guidance.,I'm sorry the remote is working. Please try these tips to help get it going and keep us posted: https://t.co/EbiDmAFGMU,Fri Oct 06 05:02:30 +0000 2017
GOLDEN_097,602228,195452,"I've already had a prime membership. What I've been sent in the post is another 3- day free prime. However, I can't see anywhere on the website to go to redeem this as it's wanting me to pay immediately.",subscription_and_prime,AUTO_HANDLE,Standard informational inquiry for subscription_and_prime: Can be resolved with policy guidance.,"Thank you for clarifying for us. We'd like to investigate this with you. At your convenience, please reach us by phone via this link here: https://t.co/JzP7hlA23B",Sun Dec 03 22:32:53 +0000 2017
GOLDEN_098,867354,325951,Tired of pantry monthly orders made by arriving in this condition. 3rd in a row. No probs w/ or #CancelThreat,order_status_delivery,AUTO_HANDLE,Standard informational inquiry for order_status_delivery: Can be resolved with policy guidance.,"Oh no! I'm very sorry, Gabriel. Have you called the carrier or Amazon to report this? If so, what was the outcome?",Fri Oct 20 18:10:35 +0000 2017
GOLDEN_099,238636,165008,So not one item but 2 late deliveries. This is really really poor. #primefailurex2,order_status_delivery,AUTO_HANDLE,Standard informational inquiry for order_status_delivery: Can be resolved with policy guidance.,"Were you able to reach out to us using the link provided by ^KM? If so, what did we advised regarding your order?",Wed Oct 04 17:00:32 +0000 2017
GOLDEN_100,874891,327171,"So frustrating!! Orders normally come thru, now it's my grandsons birthday but the payments are declined!! Please Help Amazon!! I feel so sad about the situation. :( :( #Amazon",billing_and_payment,AUTO_HANDLE,Standard informational inquiry for billing_and_payment: Can be resolved with policy guidance.,I'm sorry for the frustration! Which one of our websites/marketplaces did you use to create the order?,Fri Oct 20 21:02:00 +0000 2017
GOLDEN_101,1082956,375447,Order #404-8888007-0192350 still not delivered. kindly initiate a refund. I will look for another better service to buy from.,order_status_delivery,AUTO_HANDLE,Standard informational inquiry for order_status_delivery: Can be resolved with policy guidance.,"Sorry to know your order isn't delivered. Connect with our support team here: https://t.co/vlvfJr4nN9, we'll assist you. ^NR 1/12",Wed Oct 25 20:02:12 +0000 2017
GOLDEN_102,1265289,416282,Please inform me that when will I get my product?? Schedule tym was 8.00 am. It's now 12.17 pm,order_status_delivery,AUTO_HANDLE,Standard informational inquiry for order_status_delivery: Can be resolved with policy guidance.,"As requested, please reach out to our support team using the link shared and we'll help.",Mon Oct 16 07:11:24 +0000 2017
GOLDEN_103,1001965,357176,"Other than sharing my login credentials, is there a way to collaborate on an order with other members of the household?",account_and_security,ESCALATE,Security-sensitive: Account access and identity verification cannot be resolved in public channels.,There isn't a way to share your cart via household.,Sun Oct 22 17:54:00 +0000 2017
GOLDEN_104,448232,221187,Can you at least confirm that it’s actually locked out and that an account specialist will be reaching out because I’m not getting an account lockout message.,account_and_security,ESCALATE,Security-sensitive: Account access and identity verification cannot be resolved in public channels.,"I'm sorry, we have no access to account or order details through Twitter. Please continue to keep an eye out for correspondence from our Accounts Specialists.",Thu Nov 30 22:34:27 +0000 2017
GOLDEN_105,1214487,391228,why you have written on invoice of replacement order that original price zero?,billing_and_payment,AUTO_HANDLE,Standard informational inquiry for billing_and_payment: Can be resolved with policy guidance.,The price of the replacement order is always zero as the replacement is created on the original order.,Wed Oct 25 16:09:05 +0000 2017
GOLDEN_106,306172,189097,"The person said they put in a ""Compromised Account"" form and put a hold on the account and said I'd hear back in 24-48 hours.",account_and_security,ESCALATE,Security-sensitive: Account access and identity verification cannot be resolved in public channels.,"Thanks, Miranda! Please keep an eye out for that e-mail from one of our Account Specialists!",Fri Oct 06 23:42:28 +0000 2017
GOLDEN_107,268677,180054,It’s just saying I need a subscription but I’m already a prime member,order_status_delivery,AUTO_HANDLE,Standard informational inquiry for order_status_delivery: Can be resolved with policy guidance.,Oh no! Have you tried logging out of the account and then logging back in to see if that helps? Please let us know!,Fri Oct 06 01:03:42 +0000 2017
GOLDEN_108,205004,164544,Ok ill will want a full refund and what about supervisor named Kenny A. Calling me a lier and refused to transfer me is that ok with Amazon?,returns_and_refunds,AUTO_HANDLE,Standard informational inquiry for returns_and_refunds: Can be resolved with policy guidance.,Please fill out the survey sent to you after you contacted in. It will be sent to their direct leadership for review.,Thu Oct 05 15:47:32 +0000 2017
GOLDEN_109,558451,250470,"It may not be November anymore, but I’m so #thankful for Amazon... and prime with its free shipping... and not having to leave the house. ...my bank account is not so thankful 🤷🏻‍♀️🤑",billing_and_payment,ESCALATE,Financial dispute: Disputed charges require private transaction lookup and billing verification.,"And we're thankful for you, Hannah!",Sat Dec 02 21:51:28 +0000 2017
GOLDEN_110,897482,333147,"No, they changed the password, then changed emails",account_and_security,ESCALATE,Security-sensitive: Account access and identity verification cannot be resolved in public channels.,"We'd like to look into this with you. When you have a moment, please reach out to us here: https://t.co/IhXjwkP7zN",Fri Oct 13 19:04:38 +0000 2017
GOLDEN_111,1223046,406984,is there a bug in ur amazon prime app ?,subscription_and_prime,AUTO_HANDLE,Standard informational inquiry for subscription_and_prime: Can be resolved with policy guidance.,"That's strange. We'd like to check this, kindly connect with us here: https://t.co/eSItkOtvNd",Thu Nov 02 11:57:34 +0000 2017
GOLDEN_112,817606,314741,"Thanks for your response but try to wide a service for another country as well. such as UAE, KSA, Bahrain etc.",order_status_delivery,AUTO_HANDLE,Standard informational inquiry for order_status_delivery: Can be resolved with policy guidance.,I get your concern about geo restrictions. I'll share your comments with internal teams for review.,Thu Oct 12 21:07:33 +0000 2017
GOLDEN_113,1236288,409961,Would be better if we have a favorite tab option on Fire TV stick. my 2 cents please :),digital_and_devices,AUTO_HANDLE,Standard informational inquiry for digital_and_devices: Can be resolved with policy guidance.,"We'd like to check this, Saleem. Please connect with us here: https://t.co/ptGnF3PKEB.",Wed Oct 25 18:45:10 +0000 2017
GOLDEN_114,231524,171140,"Amazon prime free trial I mean, the program I want to watch is asking for payment. But will this continue after the trial",subscription_and_prime,AUTO_HANDLE,Standard informational inquiry for subscription_and_prime: Can be resolved with policy guidance.,Which program is it Kevin?,Thu Oct 05 10:37:58 +0000 2017
GOLDEN_115,149305,150015,"Even after sending request so many times , no one came to receive my product which I got defective! I am really pissed off with your services!",damaged_defective_item,ESCALATE,Physical product issue: Damaged merchandise requires replacement order creation or refund approval.,We apologize for the experience you had regarding the return of your order. Request you to share details here: https://t.co/beaaDm0muc and we'll get back to you soon.,Fri Nov 24 14:49:00 +0000 2017
GOLDEN_116,575354,255379,"Hi guys! Everything is great except that I have to enter my password several times a day on the website, can you please fix that? If you think that asking password more often makes it more secure — it's totally opposite :)",account_and_security,ESCALATE,Security-sensitive: Account access and identity verification cannot be resolved in public channels.,"Hey Artem, sorry to hear that. Can I ask if you are being repeatedly logged out of the site or it's prompting you for your password several times?",Sun Dec 03 08:10:27 +0000 2017
GOLDEN_117,1258573,414896,Terrible 2nd exper. Looks like we won't be a return customer -- guess we're headed over to,returns_and_refunds,AUTO_HANDLE,Standard informational inquiry for returns_and_refunds: Can be resolved with policy guidance.,"That doesn't sound good, what happened?",Thu Oct 26 08:40:03 +0000 2017
GOLDEN_118,725223,293715,Amazon.. i fed up of your services its almost 2 month over. Still i m unable to recieve my refund,returns_and_refunds,AUTO_HANDLE,Standard informational inquiry for returns_and_refunds: Can be resolved with policy guidance.,As requested earlier kindly contact your bank as they'll be able to help you with the issue.,Thu Oct 19 09:07:52 +0000 2017
GOLDEN_119,234201,171760,You guys should be ashamed of yourselves for fooling people like this. Not gonna renew the prime membership or order anything ever again,subscription_and_prime,AUTO_HANDLE,Standard informational inquiry for subscription_and_prime: Can be resolved with policy guidance.,sent to your registered account. We'd appreciate your understanding. 2/2,Sat Sep 30 18:41:28 +0000 2017
GOLDEN_120,585731,258286,No - that hasn’t worked. It’s kept the same picture just made it smaller. We’ve tried resetting the stick too. No idea how it’s happened!,order_status_delivery,AUTO_HANDLE,Standard informational inquiry for order_status_delivery: Can be resolved with policy guidance.,"That's odd, Claire! We'd like to take a closer look at what's going with you via phone or chat. Please reach us directly here: https://t.co/JzP7hlA23B",Sun Dec 03 15:20:31 +0000 2017
GOLDEN_121,1280621,219480,"By 12pm tomorrow, I should receive either my product or a complete refund on the product as well as a complete refund on my prime membership",subscription_and_prime,AUTO_HANDLE,Standard informational inquiry for subscription_and_prime: Can be resolved with policy guidance.,"Our team is working on fixing the issue, we'll get back to you soon.",Thu Oct 26 17:40:12 +0000 2017
GOLDEN_122,180747,158482,I'm concerned about transactions happening in my bank account from you guys. It's there a 24hr # I can call,billing_and_payment,ESCALATE,Financial dispute: Disputed charges require private transaction lookup and billing verification.,"Hey, without posting any account info how much are the charges you're referring to?",Wed Oct 04 12:26:00 +0000 2017
GOLDEN_123,416734,214417,My Amazon prime won't work! Highly irritating. #amazonprimevideo #Amazon,subscription_and_prime,AUTO_HANDLE,Standard informational inquiry for subscription_and_prime: Can be resolved with policy guidance.,"I'm sorry to hear this! Are you receiving an error, and what device are you using?",Tue Oct 10 03:02:00 +0000 2017
GOLDEN_124,421390,216356,Very poor service. Amazon Prime waste of money and time. Fake promises. Ordered a phone on 5th oct with prime and not yet received.,subscription_and_prime,AUTO_HANDLE,Standard informational inquiry for subscription_and_prime: Can be resolved with policy guidance.,Have you shared your details in the link provided earlier?,Wed Oct 11 05:12:00 +0000 2017
GOLDEN_125,856628,323431,Yes I did and tlkd to smone by d name of Rishabh who was very rude and unprofessional with no solution of my problem.,order_status_delivery,AUTO_HANDLE,Standard informational inquiry for order_status_delivery: Can be resolved with policy guidance.,Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this.,Fri Oct 20 17:50:43 +0000 2017
GOLDEN_126,1135984,387623,my A-to-z Guarantee Claim for Order 171-5467726-6904356 seems to be stuck in a time warp since 6 weeks! No response from your team,order_status_delivery,AUTO_HANDLE,Standard informational inquiry for order_status_delivery: Can be resolved with policy guidance.,Please don’t provide your order details as we consider them to be personal info. Our Twitter page is visible to public.,Tue Oct 24 09:15:33 +0000 2017
GOLDEN_127,920957,338616,please change your #UX and fix the bug that keeps making the #app crash on #firetv,digital_and_devices,AUTO_HANDLE,Standard informational inquiry for digital_and_devices: Can be resolved with policy guidance.,I'm sorry for the trouble you're having with the app! Have you tried any of these steps here: https://t.co/bp2UfhsfwO?,Sat Oct 21 05:18:56 +0000 2017
GOLDEN_128,174534,156918,hi. When I enter my email address and password I am seeing 'we cannot find an account with that email address'. Any ideas why this might be? They are stored in the browser so is definitely the correct credentials.,account_and_security,ESCALATE,Security-sensitive: Account access and identity verification cannot be resolved in public channels.,"When was the last time you received an e-mail from us? You may need to check your spam/junk folder in case it was sorted into there. If you're unable to find any recent e-mails, have you double-checked the e-mail address stored in your browser?",Fri Nov 24 23:32:31 +0000 2017
GOLDEN_129,1192298,400233,What can be done if I received a damaged box inside the Amazon packaging? This is the fourth time it has happened.,damaged_defective_item,ESCALATE,Physical product issue: Damaged merchandise requires replacement order creation or refund approval.,Sorry to hear your order was damaged. Is the outer packaging also damaged? Was the item fulfilled by Amazon or?,Wed Oct 25 08:08:02 +0000 2017
GOLDEN_130,1037187,284515,Yeah. We just called customer services and because it’s a 3rd Party seller whose inventory you don’t control they will process a refund IF we return the basket via Royal Mail. Why should we have to go out of our way!? All we want was the baskets.,returns_and_refunds,AUTO_HANDLE,Standard informational inquiry for returns_and_refunds: Can be resolved with policy guidance.,"Hello, Has the seller explained why they have only offered a refund and not a replacement?",Sat Nov 25 11:51:00 +0000 2017
GOLDEN_131,536531,244318,You know what truly amazes me. Amazon prime next day delivery. How is this even possible. Witchcraft 🤔 Inter dimensional travel 🤔 Time travel 🤔 Aliens 🤔 Portal technology 🤔 Small worm holes 🤔 How!? HOW!? How’s it done?,subscription_and_prime,AUTO_HANDLE,Standard informational inquiry for subscription_and_prime: Can be resolved with policy guidance.,What if we said that it was all of the above? Or that it is through the power of our awesome customers!!,Sat Dec 02 13:39:00 +0000 2017
GOLDEN_132,1198279,401540,"for two days, the return pickup has been scheduled for 1-4pm despite originally requesting it for 7-10am. Please help",returns_and_refunds,AUTO_HANDLE,Standard informational inquiry for returns_and_refunds: Can be resolved with policy guidance.,for assistance? (2/2),Wed Oct 25 03:52:32 +0000 2017
GOLDEN_133,974002,350979,arranged 4 damaged 📦 chose time delivery no but he went home.Never had this experience with,damaged_defective_item,ESCALATE,Physical product issue: Damaged merchandise requires replacement order creation or refund approval.,"I'm sorry about the pending return pick up, have you reported the same to our support team here: https://t.co/vlvfJr4nN9?",Sun Oct 22 09:30:49 +0000 2017
GOLDEN_134,1279906,419469,what is the point in paying for prime shipping when my packages never come on time!!!! 😡,subscription_and_prime,AUTO_HANDLE,Standard informational inquiry for subscription_and_prime: Can be resolved with policy guidance.,"Hello, Ashley! It is not uncommon for items to ship out and be received same day! Please keep us posted on this order.",Thu Oct 26 16:45:27 +0000 2017
GOLDEN_135,206975,165008,"Refund, can't source from anywhere else. Put up with it. Now if you pay for prime they could easily extend my prime or refund some £",returns_and_refunds,AUTO_HANDLE,Standard informational inquiry for returns_and_refunds: Can be resolved with policy guidance.,Did you receive an email to confirm the refund?,Thu Oct 05 08:36:50 +0000 2017
GOLDEN_136,1222599,406884,seriously disappointed in your lack of security. My account was hacked and nobody is in a hurry to help me :(,account_and_security,ESCALATE,Security-sensitive: Account access and identity verification cannot be resolved in public channels.,I'm so sorry this happened. We would love to help you with this. Have you received a message from an Account Specialist?,Wed Oct 25 15:57:19 +0000 2017
GOLDEN_137,390783,208524,I bought an amazon gift card and peeled off the plastic thing to reveal the code and this happened. Can you send me a new card?,order_status_delivery,AUTO_HANDLE,Standard informational inquiry for order_status_delivery: Can be resolved with policy guidance.,Oh no! We'd like to help out! Please reach out to us here: https://t.co/hApLpMlfHN so we can take a closer look.,Mon Oct 09 15:49:00 +0000 2017
GOLDEN_138,533218,243533,Hi! I have a £1 transaction which has been pending for a week on my debit card for amazon but I’ve bought nothing for this amount.. Can you help?,billing_and_payment,AUTO_HANDLE,Standard informational inquiry for billing_and_payment: Can be resolved with policy guidance.,Hi! We do not have access to accounts via Twitter. Please call or chat with us here in real time to look into this for you: https://t.co/KuRa2RbF5a,Sat Dec 02 11:43:00 +0000 2017
GOLDEN_139,328475,194318,Yeah but it doesn't show the order I want to return.,returns_and_refunds,AUTO_HANDLE,Standard informational inquiry for returns_and_refunds: Can be resolved with policy guidance.,"Hey Randy, how long ago did you place the order? Please reach out - https://t.co/hApLpMlfHN we can then look into your issue",Sun Oct 08 07:07:01 +0000 2017
GOLDEN_140,326302,193737,Order date 07-Oct-2017 Order # 171-6132696-2878733 but not able to make payment even after inserting right otp,account_and_security,ESCALATE,Security-sensitive: Account access and identity verification cannot be resolved in public channels.,Please don’t provide your order details as it is personal information. Our Twitter page is visible to the public.,Sat Oct 07 16:21:00 +0000 2017
GOLDEN_141,641650,272290,it's great to finally get the new echo and not actually be able to set it up because the app won't work.... made my day 😡,digital_and_devices,AUTO_HANDLE,Standard informational inquiry for digital_and_devices: Can be resolved with policy guidance.,"Oh no, that is not good. Have you tried the troubleshooting steps found here: https://t.co/opzq5eGgTl",Wed Nov 22 20:57:00 +0000 2017
GOLDEN_142,1100603,234456,"Hi can you help, when I “drop in” to another room and then hang up, My echo plus just starts playing random music for no reason? Thanks.",digital_and_devices,AUTO_HANDLE,Standard informational inquiry for digital_and_devices: Can be resolved with policy guidance.,That's interesting! Have you tried resetting your echo? You can learn how to do that here: https://t.co/UtCte3unQB,Sat Nov 25 18:07:55 +0000 2017
GOLDEN_143,322046,192725,Hi - is there anyway I can send me old kindle to for it to be recycled?,digital_and_devices,AUTO_HANDLE,Standard informational inquiry for digital_and_devices: Can be resolved with policy guidance.,I'm glad to hear you're interested in recycling your old Kindle! You can find out more about how to recycle your Kindle device here: https://t.co/cCTIYtCcuS. I hope this helps!,Fri Dec 01 06:58:48 +0000 2017
GOLDEN_144,612768,264323,"everytime I take out the issue of my return package, I am informed that Amazon received some 'baby pants' as return package which is why i havent been issued a refund. Kindly return those 'baby pants' so that I can check what got delivered to your return pack",returns_and_refunds,AUTO_HANDLE,Standard informational inquiry for returns_and_refunds: Can be resolved with policy guidance.,Please reply to the email you've received from our team and we'll get back.,Wed Nov 22 13:31:33 +0000 2017
GOLDEN_145,11090,118092,My drying rack was broken when I opened the box. What should I do ?,damaged_defective_item,ESCALATE,Physical product issue: Damaged merchandise requires replacement order creation or refund approval.,"I'm sorry your order arrived damaged, Marsha! You can see available options for that item here: https://t.co/T994nVbxA2",Wed Nov 01 00:44:39 +0000 2017
GOLDEN_146,27389,122000,have priority for the morrisey tour and trying to get tickets but it is saying I’m exceeding minimum tickets?!,order_status_delivery,AUTO_HANDLE,Standard informational inquiry for order_status_delivery: Can be resolved with policy guidance.,Please reach out here so we can check this for you https://t.co/q6dr9Vvdin,Wed Nov 01 10:19:00 +0000 2017
GOLDEN_147,391578,208720,Item not delivered but tracking shows delivered.. after contacting customer care they even do not trust that I am correct.,order_status_delivery,AUTO_HANDLE,Standard informational inquiry for order_status_delivery: Can be resolved with policy guidance.,I apologize for the trouble. Kindly fill in your details here:https://t.co/GIJyeYqKE0 and we'll get this sorted for you.,Mon Oct 09 16:59:31 +0000 2017
GOLDEN_148,519697,239938,"113-1241576-8137009 that's the order number I need completed. It's account specific, but I don't care because the only payment method on my account is a gift card without any money on it because I used the money to buy this which was cancelled by you.",billing_and_payment,AUTO_HANDLE,Standard informational inquiry for billing_and_payment: Can be resolved with policy guidance.,"We would love to help get this order completed Dakota, but we are unable to access your https://t.co/nUUp5MtGzL account through Twitter. Please give us a call or chat here so that we can properly assist you: https://t.co/hApLpM3Ejd",Sat Dec 02 02:57:24 +0000 2017
GOLDEN_149,601278,262643,desperately waiting for Amazon key now to avoid this. Not ideal. Contents were not damaged.,damaged_defective_item,ESCALATE,Physical product issue: Damaged merchandise requires replacement order creation or refund approval.,I'm sorry for the damaged parcel! We'd like to make sure this is reported. Please reach us by phone or chat here: https://t.co/JzP7hlA23B,Sun Dec 03 21:34:33 +0000 2017
GOLDEN_150,882574,329571,"got faulty 5, Amazon can't be able to pick it from my address after ordering replacement. Pathetic service,notexptd",damaged_defective_item,ESCALATE,Physical product issue: Damaged merchandise requires replacement order creation or refund approval.,"I understand your concern, please contact us here: https://t.co/rS49hgaADF so that we can assist you accordingly.",Fri Oct 20 19:45:46 +0000 2017
GOLDEN_151,274785,181646,Hey I can't seem to buy new releases thru you. The Amazon app tells me to use the store on Kindle and Kindle says these books are not available for sale. What's up?,digital_and_devices,AUTO_HANDLE,Standard informational inquiry for digital_and_devices: Can be resolved with policy guidance.,Please call our support team here: https://t.co/vlvfJr4nN9 &amp; we'll be glad to help you with your concern.,Sat Nov 25 03:06:00 +0000 2017
GOLDEN_152,1051186,215995,"in #Prime video I found ""Raktha Charitra - 2"" is mentioned as filmed in 1970.. I think it's mistake..",digital_and_devices,AUTO_HANDLE,Standard informational inquiry for digital_and_devices: Can be resolved with policy guidance.,Thank you for flagging this. I've forwarded the details internally to have this reviewed &amp; corrected.,Mon Oct 23 08:16:28 +0000 2017
GOLDEN_153,802402,311203,I received this damaged product. I doubt about my other orders which are yet to be delivered.,damaged_defective_item,ESCALATE,Physical product issue: Damaged merchandise requires replacement order creation or refund approval.,Sorry to know you've received a damaged product. Please reach us from here: https://t.co/rS49hgaADF we'll assist you.,Thu Oct 12 16:19:37 +0000 2017
GOLDEN_154,888343,330925,And your reply is not at all appreciated. Either provide a resolution or compensate it. I don't want any appologies from anyone of you. Each one is saying different things.,order_status_delivery,AUTO_HANDLE,Standard informational inquiry for order_status_delivery: Can be resolved with policy guidance.,"We'd like to have this checked. Please fill in your details here: https://t.co/beaaDm0muc, we'll look into it and reach out to you.",Sat Nov 25 18:42:00 +0000 2017
GOLDEN_155,1178890,149041,"Can anybody help me with address, mobNo, email of the seller Jonejone_tiny? Will trak him down!",order_status_delivery,AUTO_HANDLE,Standard informational inquiry for order_status_delivery: Can be resolved with policy guidance.,"I understand your concern, please contact us here: https://t.co/rS49hgaADF so that we can assist you accordingly.",Tue Oct 24 21:40:00 +0000 2017
GOLDEN_156,1141944,385327,It's already 48 hours and still I don't have any update of my order. deliver my order or refund my money but don't test my patience,returns_and_refunds,AUTO_HANDLE,Standard informational inquiry for returns_and_refunds: Can be resolved with policy guidance.,"You should be receiving a correspondence by now, You may find all the emails from us here: https://t.co/NTkrxpsbHJ",Wed Oct 25 13:03:31 +0000 2017
GOLDEN_157,89246,135301,"Not impressed with the poor standard of packaging on my order, see image, if this happens again I will cancel my Prime membership and never order from Amazon again",subscription_and_prime,AUTO_HANDLE,Standard informational inquiry for subscription_and_prime: Can be resolved with policy guidance.,Thank you for reaching out to us. Was the book you ordered damaged in transit to you?,Thu Nov 30 14:46:00 +0000 2017
GOLDEN_158,17231,119793,I wish to close my account with you as I have another Amazon account operational now. Please get back to me on how to close it.,account_and_security,ESCALATE,Security-sensitive: Account access and identity verification cannot be resolved in public channels.,Please write to us from here: https://t.co/TxK11znixD from the account you desire to close and our team will assist.,Tue Oct 31 07:00:00 +0000 2017
GOLDEN_159,152080,150752,everything I'm wanting to order on one day delivery won't be delivered until Monday. Why?,order_status_delivery,AUTO_HANDLE,Standard informational inquiry for order_status_delivery: Can be resolved with policy guidance.,"I am sorry to hear this. We strive to offer you the best Black Friday Sales and Cyber Week Deals. During this time, deliveries may take slightly longer than usual. Please check the delivery date at checkout which provides our most accurate estimated delivery date.",Fri Nov 24 16:01:30 +0000 2017
GOLDEN_160,764172,125135,Saturday it would be ok. Don’t know why there’s a deadline when the product is broken?,damaged_defective_item,ESCALATE,Physical product issue: Damaged merchandise requires replacement order creation or refund approval.,Please reach out to us here: https://t.co/JzP7hlA23B so we can look into available options with you. We'd like to help!,Wed Oct 11 21:48:00 +0000 2017
GOLDEN_161,451912,222180,"The guide says to select music, video and books section in my amazon alexa app to link my echo to fire tv but mine is just called music and books",digital_and_devices,AUTO_HANDLE,Standard informational inquiry for digital_and_devices: Can be resolved with policy guidance.,We'd like to look into this with you. Please get in touch via the Phone option: https://t.co/JzP7hlA23B at your earliest convenience.,Thu Nov 30 22:21:00 +0000 2017
GOLDEN_162,1310281,426194,"What the Hell , close my account and then ask me to fax you proof. Here in Africa FAX has been sent to the history pages",account_and_security,ESCALATE,Security-sensitive: Account access and identity verification cannot be resolved in public channels.,Hi there- Have you looked into online fax options?,Mon Oct 16 10:51:00 +0000 2017
