customer_tweet_id,customer_id,customer_message,reference_reply,reply_tweet_id,intent,created_at
279904,182717,Status -courier unable to contact u.I have my mobile with me and he never contacted me.If u guys dont want to deliver on time then dont sell,"Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.(2/2)",280194,order_status_delivery,Fri Oct 06 10:03:31 +0000 2017
280197,182779,PL CALL 9820810204 ASP,Please contact our support team here: https://t.co/vlvfJr4nN9 they will assist you further with your issue.(2/2),280196,order_status_delivery,Fri Oct 06 10:02:30 +0000 2017
280203,182781,2nd time in a row I've received damaged/leaking groceries. I'm fed up! Why sell groceries if you can't deliver properly?? 😡😡,"sorry to hear that, can you contact us here: https://t.co/hApLpMlfHN and we will help you out",280201,damaged_defective_item,Fri Oct 06 10:02:00 +0000 2017
280202,182781,"Thanks. Your email team responded and promptly resolved the problem. However, poor delivery of groceries is frequent, kindly look into it.",I'm glad you've contacted us and this has been sorted. We'll make sure your experience is used for improvement.,280204,order_status_delivery,Fri Oct 06 13:31:37 +0000 2017
280208,182724,"Worst service, 45 days no solutions to complaint, do not trust them #WorldSmileDay #ZefoWaliDiwaliSale #sasikala","Apologies for the trouble, certainly not intended. Kindly revert to the email correspondence that you've received from us.",280205,order_status_delivery,Fri Oct 06 10:02:00 +0000 2017
280210,182782,it’s a bed for the murder apartment so i need it ASAP,"Hi, we always aim to deliver by the date started during checkout. Is your order fulfilled by Amazon?",280209,order_status_delivery,Fri Oct 06 10:00:30 +0000 2017
280213,182783,massive scam by Amazon India team claim to have deposited 391 cores in my account against 391 lakhs #amazonscam,Sorry to know that. Kindly fill in your details here: https://t.co/GIJyeYqKE0 with all your concerns &amp; we'll look into it.,280212,order_status_delivery,Fri Oct 06 09:59:26 +0000 2017
280343,182810,im a retailer on amazon and my entire inventory that i recalled is missing. No proper follow-up. Higher authority i could contact?,"Hey, apologies for the trouble you've been through. I'd like to check this for you. Request you to fill in (1/2)",280341,order_status_delivery,Mon Aug 21 05:50:29 +0000 2017
280348,182810,day 9. No response.. option for u 1) return me my prime lost inventory 2) pay me for it 3) i need to go legal ?,"As mentioned, our team will reach out to you, once we have an update. Kindly wait.",280346,returns_and_refunds,Fri Sep 01 08:50:08 +0000 2017
280350,182810,is there any number of some higher authority where i could call?,Could you please elaborate the issue for better understanding?,280352,order_status_delivery,Wed Aug 30 12:25:00 +0000 2017
280349,182810,Do u have any idea how long will that take ?already trying to solve this issue over 1 month.,As informed we've already escalated to the concerned team. Request you to wait for an update.,280354,order_status_delivery,Sat Sep 02 13:23:28 +0000 2017
280358,160223,"Guys there's no link on the app to notify such issues. Also, delivery person's number is not available for ATS.",I understand your concern. Request you to reach out to our team using the link shared earlier and we'll have it checked.,280356,order_status_delivery,Fri Sep 01 02:51:00 +0000 2017
280357,160223,"Is there anyone in Amazon who cares about the customer? Seems you care more about the computer. I tried the link you gave, no resolution.",Kindly drop in your details here: https://t.co/tcZNthA28H and we'll work on it.,280359,order_status_delivery,Sat Sep 02 06:02:54 +0000 2017
280361,160223,"Hey people, seems your shipping service does this frequently. Item shows delivered, but not yet received. ID 919110109865","Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ (2/2)",280362,order_status_delivery,Fri Oct 06 11:31:31 +0000 2017
280364,160223,check out what your shipping service shows - delay request by customer! What does that even mean?,We'd like to have a look into this. Kindly report it here: https://t.co/2t6DQoUmNZ and our team will revert shortly.,280365,order_status_delivery,Sat Oct 07 15:11:29 +0000 2017
280366,160223,"just called customer service, they said it's a technical snag, they'll deliver in 2 more days. So the prime membership is a farce",Our team is working on this. Request you to please wait.,280367,subscription_and_prime,Sat Oct 07 16:50:34 +0000 2017
280368,160223,"this is what you do in prime membership. First give a delivery date, then cleverly keep shifting it. Quite a fraud!","Sorry for the delay, certainly not intended. Kindly report this to our support team here: https://t.co/R3EfhzgU8B.",280369,order_status_delivery,Sun Oct 08 05:43:27 +0000 2017
280370,160223,Boss it's definitely intended when it happens 80% of time,"We're here to assist you, Sandeep. I hope you've reached the support team using the link provided earlier.",280371,order_status_delivery,Sun Oct 08 08:10:00 +0000 2017
280373,160223,"guys package is not delivered, however, ATS tracking shows it's delivered. Tracking number is 203107873557","Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. (2/2)",280372,order_status_delivery,Fri Sep 01 02:02:05 +0000 2017
280380,182810,Sorry but this tweet went in as excitement of seeing inventory back online.Yes my products are still missing.,"I'm sorry about the hassle. Please share your details here: https://t.co/GIJyeYqKE0, and we'll reach out to you soon.",280378,order_status_delivery,Mon Oct 02 21:40:01 +0000 2017
280379,182810,Can you pls follow up with my series of tweets herein ?,"-your details through the secured link provided earlier, appreciate your understanding. (2/2)",280381,order_status_delivery,Fri Oct 06 12:11:29 +0000 2017
280383,182810,I have given my details endlessly literally fed up for 4 mnths followup and u begin with step 1 ?really ?,Sorry for the trouble. Kindly please drop in your details in the link mentioned above for further assistance.,280384,order_status_delivery,Fri Oct 06 13:41:00 +0000 2017
280385,182810,Yes will take that effort one last time,Appreciate your understanding. We'll work on your details once received and will get back to you with an update.,280386,order_status_delivery,Fri Oct 06 14:27:15 +0000 2017
280394,182813,"hey guys, will you be getting the SNES classic console in stock soon? I need to relive my childhood!","Hey there- Best to keep an eye on site, any updates will be shown there first.",280393,order_status_delivery,Fri Oct 06 10:28:00 +0000 2017
280406,171428,Someone please help me in getting my refund at Amazon. It's been 20 days I cancelled but still no help,We're working on this. We'll update you soon.,280402,returns_and_refunds,Fri Oct 06 10:24:54 +0000 2017
280404,171428,Amazon India has not refunded my money 39k since 20 days. It's been 60 days I ordered,Sorry for the hassle Vidap. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you.,280407,order_status_delivery,Sat Oct 07 10:44:29 +0000 2017
280408,171428,You ppl have come back enough to delay for 2 mon. have given details umpteen times. Wud be lodging complaint anyways.,Please find it here: https://t.co/ubzNHWZvL2. (2/2),280409,order_status_delivery,Sun Oct 08 16:25:00 +0000 2017
280411,171428,I guess you surely not aware about the issue. I have been asking for refund as I cancelled it. You are talking about product delivery delay,We apologize for the miscommunication. Please contact us here: https://t.co/vlvfJr4nN9 and we'll get this sorted on priority.,280412,returns_and_refunds,Mon Oct 09 05:24:00 +0000 2017
280416,182816,please help... Want to upgrade product not used,I'm afraid we don't accept remorse returns.,280413,order_status_delivery,Fri Oct 06 10:24:00 +0000 2017
280414,182816,I know once product is sold then customer should by running behind you... I am not asking money back.. just upgrade..,"I'm sorry for the hassle. However, we cannot accept remorse returns.",280417,returns_and_refunds,Sat Oct 07 13:13:52 +0000 2017
280421,120404,"Why is that u give the final prices, handling, taxes, etc after entering CVV and OTP?? Why not BEFORE entering card details?",is shown on the right side of the page. (4/4),280418,account_and_security,Fri Oct 06 10:23:00 +0000 2017
280420,120404,Why should i enter my bank details before i can dee the final net price and its breakup? That is my basic question. 1/2,Please reach out to us from the link here: https://t.co/TxK11znixD to assist further. (2/2),280422,order_status_delivery,Fri Oct 06 10:56:27 +0000 2017
280428,182817,Couldn’t win the #CutTheCord challenge so ordered my own amazon fire Tv stick !,Happy Streaming.,280427,digital_and_devices,Fri Oct 06 10:22:00 +0000 2017
280432,158385,I want my money to be returned. Nothing else is acceptable. Hope that's clear. #NoBrand,"We couldn't check your details over twitter, please reply to the email sent from our team for any further assistance.",280431,order_status_delivery,Fri Oct 06 10:19:28 +0000 2017
280437,182820,trying to choose a parcelpoint in Australia for delivery but there is no option for me to select one at checkout. help?,"Hi, sorry to hear that. Are there any size restrictions for Parcelpoint deliveries? Are you using https://t.co/x3xNKphZsu?",280435,order_status_delivery,Fri Oct 06 10:18:28 +0000 2017
280436,182820,i'm using and i don't believe size restrictions would be relevant as my order would be very small!,Can you contact us here: https://t.co/hApLpMlfHN?,280438,order_status_delivery,Fri Oct 06 10:30:58 +0000 2017
280441,170829,that in addition to being sorry rather than apologizing there is no other person than Saloon on Amazon Customer Care Servi,Apologies for the delay in the refund. We've received your details and are working on it. We'll get back to you soon.,280439,order_status_delivery,Fri Oct 06 10:17:26 +0000 2017
280440,170829,"Did you sleep or did not respond, you will refund my tweets or not",We've responded to your query via DM. Please refer.,280442,returns_and_refunds,Fri Oct 06 12:12:48 +0000 2017
280445,182821,"I just received my copy of India's Most Fearless, can't wait to start ☺",Let the thrilling journey begin.,280444,order_status_delivery,Fri Oct 06 10:16:54 +0000 2017
280448,182823,"Buongiorno, avrei bisogno di avere un'info riguardo un prodotto che ho ordinato. Potreste aiutarmi?","Ciao, come possiamo aiutarti? Hai riscontrato un problema con l'articolo o necessiti di informazioni sulla spedizione?",280446,order_status_delivery,Fri Oct 06 10:16:54 +0000 2017
280447,182823,"Ciao, vorrei sapere se è effettivamente disponibile e se sarà spedito :) Vi mando il numero dell'ordine in privato?",Per ricevere informazioni sul tuo ordine contatta il nostro Servizio Clienti cliccando qui: https://t.co/YfYxGbMph8 🙂.,280449,order_status_delivery,Fri Oct 06 10:54:09 +0000 2017
280455,170630,they make mistake we suffer. They said pay balance will be goodwill in addition to bank refund. Now denying.,Please don’t provide your order details as it is personal information. Our page is visible to the public.2/2,280454,returns_and_refunds,Fri Oct 06 10:15:00 +0000 2017
280457,170630,Replied. U people are least bothered to help. Everyone should know how we are dupped,Thanks for replying back to the response. We will get back to you at the earliest.,280458,order_status_delivery,Fri Oct 06 11:13:35 +0000 2017
280459,170630,I want my refund,We're working on this. We'll reach out to you soon.,280460,returns_and_refunds,Fri Oct 06 16:58:27 +0000 2017
280461,170630,5 days over still my problem not solved.,Kindly reply to the email received from us and we shall get back to you on this.,280462,order_status_delivery,Mon Oct 09 07:22:32 +0000 2017
280596,182852,"Oh look, ANOTHER Same Day Shipping order that and it's ""Logistics"" shipping failed to deliver on time, that's 6 this year...",What was the original estimated delivery date when you placed the order?,280594,order_status_delivery,Fri Oct 06 10:42:33 +0000 2017
280595,182852,Yesterday... It was a same day order i placed on Thursday that your associate told me to wait up until Saturday for.... GJ Again...,Sorry to hear that. Please get in touch and I'll have a specialist look into this for you: https://t.co/R55eEQwSEs.,280597,order_status_delivery,Fri Oct 06 11:20:41 +0000 2017
280600,182853,price doubles with prime,"to offer you the lowest price, may result in fluctuations in our prices over time. (2/2)",280598,order_status_delivery,Fri Oct 06 10:41:53 +0000 2017
280599,182853,But this is same product from same seller at same time,Sorry for the confusion. Please connect with our support team here: https://t.co/00q4Sqj9zL for assistance.,280601,order_status_delivery,Fri Oct 06 11:13:00 +0000 2017
280606,182854,Ninguna. La única Constancia de q lo entregaron es un DNI q no corresponde a nadie conocido. Ni firma ni paquete. Solo gritos de la gerente,¿Provenía directamente de Amazon o de un vendedor Marketplace?,280603,order_status_delivery,Fri Oct 06 10:41:24 +0000 2017
280605,182854,Amazon. Pedido nº 408-5144185-2938738,"Por este medio no tenemos acceso a tu cuenta.Recuerda que es un medio público,Por tu seguridad no publiques información sensitiva",280607,order_status_delivery,Fri Oct 06 10:47:41 +0000 2017
280608,182854,Ok. Qué hago entonces?,provenía directamente de Amazon o de un vendedor Marketplace e informárnoslo. 2/2,280609,order_status_delivery,Fri Oct 06 10:58:00 +0000 2017
280611,182854,"Por favor, cómo puedo reclamar?","Entiendo, Xiskya, te recomiendo entrar en contacto con nuestro Soporte al Cliente mediante este enlace: https://t.co/OjvUxwnzPe",280614,order_status_delivery,Fri Oct 06 11:24:29 +0000 2017
280615,182854,Perdona per seguimos en la misma. Cuando el pedido dice entregado y no ha sido recibido solo me dicen q contacte con el transportist,(2/2)lo que procede es contactar directamente a nuestro Soporte al Cliente para una atención diferenciada a tu caso.,280616,order_status_delivery,Fri Oct 06 11:35:00 +0000 2017
280619,182854,Pero no tengo modo de hacerlo desde el enlace que me habéis enviado,Te recomiendo accesar el siguiente enlace: https://t.co/6IF2mof4zL,280621,order_status_delivery,Fri Oct 06 11:45:52 +0000 2017
280612,182854,Dice Vendido por: Amazon EU S.a.r.L.,"Entiendo, ¿has hablado con nuestro Servicio al Cliente directamente?",280623,order_status_delivery,Fri Oct 06 11:21:39 +0000 2017
280624,182854,No sé cómo se hace,Puedes contactar por medio de este enlace: https://t.co/OjvUxwnzPe .,280625,order_status_delivery,Fri Oct 06 11:28:00 +0000 2017
280628,182854,He comprado en y dice q ha entregado el paquete q jamás llegó. No tienen pruebas y me gritan x reclamarles.,"Lamento lo sucedido, Xiskya, ¿Que respuesta has recibido por parte del transportista?",280627,order_status_delivery,Fri Oct 06 10:33:34 +0000 2017
274476,177027,Hey people I would request you don't purchase anything from Amazon they will never deliver the product and will never give your money back.,Please revert to the mail that you received from our account specialist team for further assistance.,280629,returns_and_refunds,Fri Oct 06 10:41:24 +0000 2017
280631,182855,I wonder why the app on stick is so buggy. Doesn't work at all. Is someone listening?,Mean-while I'd also forward your feedback internally. Do keep us posted if the issue persists. (2/2),280630,order_status_delivery,Fri Oct 06 10:40:56 +0000 2017
280633,182855,Tried multiple times. Doesn't play songs from any play list.,Sorry for the hassle Mayank. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you.,280634,order_status_delivery,Fri Oct 06 10:57:49 +0000 2017
280636,182856,Order no. 407-4541572-5114745 the above tweet was w.r.t. Invoice no. AMD1-212349,"Please don't provide your order details, as we consider it to be personal info. Our page is visible to the public. 2/2",280635,billing_and_payment,Fri Oct 06 10:40:52 +0000 2017
280639,182856,Sure. just connect with your team. Tq,You are welcome.,280640,order_status_delivery,Fri Oct 06 11:54:57 +0000 2017
280643,182857,check out this screenshot from your app. I am feeling cheated. Order ID 4__credit_card__,Please don't provide your order details as we consider it personal info. Our twitter page is visible to public. (3/3),280641,order_status_delivery,Fri Oct 06 10:39:28 +0000 2017
280642,182858,I feel cheated too. You sold snes classics from treasure truck that rightfully belonged to ppl that reserved it.,Let us look into it. Please share your details from the link here: https://t.co/TxK11z5H93 and we will assist.,280644,order_status_delivery,Fri Oct 06 11:12:30 +0000 2017
280653,170178,I let my prime lapse and then bought the echo and seems to be incapable of telling me when prime will be applied to my account now,Sorry for the miscommunication. The prime membership will get activated once the order gets delivered.,280651,digital_and_devices,Fri Oct 06 10:37:31 +0000 2017
280652,170178,"THANK YOU FOR CLARIFYING THIS, only had to wait 24 hours.",Sorry for the delay. We shall take it as a feedback to the concerned team.,280654,order_status_delivery,Fri Oct 06 10:57:49 +0000 2017
280661,182863,received amazon parcel in such a terrible condition. Bata box was totally damaged,I'm sorry the packaging has been damaged. May I know the product is also damaged?,280659,order_status_delivery,Fri Oct 06 10:36:31 +0000 2017
280660,182863,No I don't think product is damaged but I feel it a used product,"here: https://t.co/dgreAZQ5qf . Further, I'll pass along your feedback to our team get it reviewed. (2/2)",280662,damaged_defective_item,Fri Oct 06 11:04:00 +0000 2017
280665,182864,Dear please buy #Arjunreddy! 🙏🙏🙏,"We will continue to add new content. Keep checking https://t.co/FYM9PIZOR8, for updates.",280664,order_status_delivery,Fri Oct 06 10:36:31 +0000 2017
280667,182865,"When your delivery driver greets you with ""Good Morning"" 👍🏻makes such a difference 😊 #Amazon",That's great to hear! Today is World smile day after all! 😀 ☺️,280666,order_status_delivery,Fri Oct 06 10:36:00 +0000 2017
280670,182866,Better deals are available on flipkart,I'll be sure to forward your feedback internally for review.,280669,order_status_delivery,Fri Oct 06 10:35:30 +0000 2017
280673,182867,Hi . Was this 520x205mm box and 5 metres of packing paper really necessary packaging for a single Blu-Ray?,Thanks for highlighting. Can you please report it here: https://t.co/fxgZ6hTrFA?,280672,order_status_delivery,Fri Oct 06 10:34:00 +0000 2017
280676,182868,"How can someone hack into amazon.in account.Change email id, ph no.on top of it my order gets cancelled,paybalance account blocked",Sorry for the inconvenience. Contact our support team here: https://t.co/vlvfJr4nN9 we will assist you further.,280674,order_status_delivery,Fri Oct 06 10:33:35 +0000 2017
280675,182868,I am not able to login,Kindly connect with us via https://t.co/QS2bTd0snB,280677,account_and_security,Fri Oct 06 11:02:34 +0000 2017
280679,182810,I have reported it million times. U want me to do so again ??,I see that we haven't received your details. Please provide your details here: https://t.co/beaaDm0muc for assistance.,280681,order_status_delivery,Fri Oct 06 13:02:00 +0000 2017
280682,182810,Done. Pls make sure im returned my inventory or paid for it. My 2 charity projects have suffered and are postponed till this is sorted,"If you've shared your details, we will look into it and get back to you with an update shortly.",280683,order_status_delivery,Fri Oct 06 16:27:00 +0000 2017
280684,182810,I have shared my details 4 times on twitter 6 times on phone helpline and precisely over 10 emails,We'll be contacting you with an update soon. Request you to wait.,280685,order_status_delivery,Fri Oct 06 17:00:17 +0000 2017
280686,182810,Waiting since 4 months. Sure have patience,"Apologies. If you have shared your details, you must have received an email correspondence. Please respond to that.",280688,order_status_delivery,Fri Oct 06 17:41:00 +0000 2017
280690,182810,Not once but 5 times hv responded. What more do u want me to do ?,"As you have responded to our email, we'll follow up with an update via email. Request your patience and understanding.",280689,order_status_delivery,Mon Aug 28 17:52:00 +0000 2017
280692,182810,Do u think im tweeting without replying to the mail ?,"If you've already responded to the email, we'll reach out to you soon. We'd appreciate your cooperation",280691,order_status_delivery,Mon Aug 28 16:43:01 +0000 2017
280351,182810,am i getting a reply ?emails that mean nothing is not a solution.,Apologies for any hassle. Please respond to the latest email you received from us and we'll get back to you soon.,280693,order_status_delivery,Mon Aug 28 13:36:42 +0000 2017
280696,182869,Tut sich hier noch irgendwas?? 🤔,Gute Nachrichten: die fünfte Staffel ist wieder komplett in Prime verfügbar :),280694,order_status_delivery,Fri Oct 06 10:32:48 +0000 2017
280709,182872,Poor customer service by Amazon.in . #AmazonGreatIndianFestival #amazonprime #AmazonIndia #AmazonExclusive,Sorry for the bad experience. Please let us know what went wrong so that we can assist you accordingly.,280707,order_status_delivery,Fri Oct 06 10:30:04 +0000 2017
280708,182872,Advisor had hung up the call on me on couple of occasions. Still issue not resolved... Wrong info...,"Sorry about the hassles, Jerson. Could you tell us what the concern is regarding?",280710,order_status_delivery,Fri Oct 06 11:08:00 +0000 2017
280711,182872,I have placed an order for MotoG5s plus with exchange with Karbonn smart phone.Your website n app does not allow me to proceed with exchange,That's strange. We'd like to take a closer look on this. Please share your details here: https://t.co/GIJyeYqKE0.,280712,returns_and_refunds,Fri Oct 06 11:46:55 +0000 2017
280718,182874,Is amazon.in down again?,"Hi, what error are you getting when you try to access our website?",280717,order_status_delivery,Fri Oct 06 10:29:00 +0000 2017
280895,182930,Absolute pathetic customer service Amazaon (specifically Big Appliances team) about delayed delivery.,Kindly share your details on the link here: https://t.co/GIJyeYqKE0. We'll get back to you at the earliest. 2/2,280894,order_status_delivery,Fri Oct 06 10:58:28 +0000 2017
280902,182933,Man kann kleinlich sein ... Aber es handelt sich um ein Elektronisches Gerät das mich über 100€ kostet ... das ist doch kein Zustand ... :(,"Dein Paket soll ohne Schäden ankommen. Hast du schon getestet, ob der Artikel mit gequetscht wurde?",280900,order_status_delivery,Fri Oct 06 10:58:28 +0000 2017
280901,182933,In dem Zustand möchte ich es eigentlich nicht mal öffnen. Ich bezahle ja nicht nur für das Gerät sondern auch für die Verpackung :(,Bitte kontaktiere unseren Kundenservice via https://t.co/ohyvGrpvrY . Meine Kollegen sind dir gerne behilflich!,280903,order_status_delivery,Fri Oct 06 11:15:00 +0000 2017
280910,182934,Hi. Is the app down ? Unable to login since morning.,We've checked and see that the app is working fine. Kindly re-try by uninstalling and reinstalling the app. (1/2),280909,account_and_security,Fri Oct 06 10:58:28 +0000 2017
280919,182937,having issues with your app since updating last night...,"Hello, What seems to be the problem with your device ? We can try to help if possible",280917,order_status_delivery,Fri Oct 06 10:57:24 +0000 2017
280918,182937,"It keeps stopping partway through a book dl. Still won't dl, all the way. Suggestions Worked fine before I updated...","Hey Jennifer- Thanks for confirming, is it just this Book dl the issue is happening with? Or all downloads?",280920,order_status_delivery,Fri Oct 06 11:02:34 +0000 2017
280922,182937,Both my most recent ones. I uninstalled and reinstalled to see if that would fix it...so far nothing.,"Try clearing the data on the app. You may need to sign in again after. Also, try restarting the device. Keep us posted.",280923,order_status_delivery,Fri Oct 06 11:13:35 +0000 2017
280927,182939,"what a pathetic and outdated customer service you have. I confirmed my name, ph no., email and the representative was stuck in add",Sorry for the hassle. Could you please tell us what error you're facing with us?,280926,order_status_delivery,Fri Oct 06 10:56:55 +0000 2017
280929,182940,why not able to add gift voucher received from Yippee,and also the error message you see while adding it to your account. (2/2),280928,order_status_delivery,Fri Oct 06 10:56:27 +0000 2017
280931,182940,This gift voucher code we received from your partner company under a promotion with yippee.,We would request you to kindly get in touch with provider of the Gift Card. They should help you.,280932,order_status_delivery,Fri Oct 06 11:42:00 +0000 2017
280935,182940,They have asked to contact you,"team here: https://t.co/2t6DQoUmNZ, we'll get back to you soon. (2/2)",280937,order_status_delivery,Fri Oct 06 12:50:29 +0000 2017
280943,182942,What a deal increased the price by Rs19 n giving lighting deal of Rs20. Effective price change of Re -1.,"the lowest price, may result in fluctuations in our prices over time. 2/2",280942,order_status_delivery,Fri Oct 06 10:56:00 +0000 2017
280950,182944,"HI, It's regarding ORDER # 171-9071082-7027526 I want to return this item. as camera picture quality is not at all good. I called earlier to return, customer care person told me no worries, we will take return. Now return date is over. Please do needful. Regards, Vijay",share your details from the link here: https://t.co/beaaDm0muc to assist you accordingly. (2/2),280949,returns_and_refunds,Fri Oct 06 10:54:00 +0000 2017
280953,182945,[me]: my prime membership ending on 16 oct can i renew it now? [amazon CC](after 10mins): please confirm me order id [me]: 😑,"Post membership expiry, please watch out for email or sms communication from Amazon.in with details to renew Prime membership.",280952,subscription_and_prime,Fri Oct 06 10:53:31 +0000 2017
280955,182946,"Is there a great Indian festival sale,in which COD option is not available in many items.Time waste sale",Kindly use any other alternate payment method to place orders. 2/2,280954,order_status_delivery,Fri Oct 06 10:53:00 +0000 2017
280957,182946,But the rest of the time it is available in my pincode. Why not now. Because of which I can not buy the product.,Availability of COD option also depends on the product Nitin.,280958,order_status_delivery,Fri Oct 06 12:20:00 +0000 2017
280959,182946,Okk.. but plese try to give COD option in every product,Iv'e forwarded your comments as feedback to the concerned team for review.,280960,order_status_delivery,Fri Oct 06 12:56:00 +0000 2017
280962,182947,What the hell!! I didn’t ask for reschedule even I m desperately waiting for this.,Sorry for the trouble. Kindly report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this.,280961,order_status_delivery,Fri Oct 06 10:52:00 +0000 2017
280965,182948,but it's clearly not. No one has been near my house they are clearly time restricted and not bothering to come,"Hi Ella, contact us here: https://t.co/tkLCr7DNil I'd like a specialist to take a look into this for you",280963,order_status_delivery,Fri Oct 06 10:51:28 +0000 2017
280964,182948,will they be in the UK and actually able to contact the courier directly? If not i will have the same conversation for the 5th time..,Someone from the social media team will be in touch as soon as possible.,280966,order_status_delivery,Fri Oct 06 11:17:00 +0000 2017
280972,182948,My amazon prime (NEXT DAY DELIVERY) package is 3 days late. 4 calls wth a call centre abroad and still no package. I need it now,Hi Ella- Sorry to hear it. Has the order been dispatched? What was advised when you spoke with us on the phone?,280971,subscription_and_prime,Fri Oct 06 10:44:00 +0000 2017
280974,182949,placed an order on 29th Aug .delivery date on 18th sept. Not received till date.tried calling but not getting through,your details from the link here: https://t.co/TxK11znixD to assist you accordingly. (2/2),280973,order_status_delivery,Fri Oct 06 10:51:28 +0000 2017
280977,182950,Thank you for streaming #Tubelight ! Beautifully made and did a fabulous job! Thumbs up to the team 👍🏻 !,Thanks a bunch for sharing your kind words. Keep 'em coming :),280976,order_status_delivery,Fri Oct 06 10:51:00 +0000 2017
280983,182953,got the echo dot invite after I renewed prime. But comes with one year prime. If I buy will there be a reimbursement?,Your prime subscription would be extended by one year on the purchase of Echo.,280980,returns_and_refunds,Fri Oct 06 10:49:58 +0000 2017
280982,182953,Out of curiosity what does ^GU stand for or any of these in your tweets ^GK ^ RD etc,Those our are Twitter signatures. The serial numbers our robotics department gave us are too long 😜,280984,order_status_delivery,Fri Oct 06 11:18:31 +0000 2017
280988,182954,So #Alexa calling and messaging has finally arrived in the UK..... Except on my device,"Hey, contact us here: https://t.co/JzP7hlA23B and we'll help you out",280986,digital_and_devices,Fri Oct 06 10:49:00 +0000 2017
280995,182774,"'Great India Sale' is a sham. Similar products on flipkart, sites costs same. Co giving discounts after hiking prices #AmazonFraud","in our prices over time. However, I'll take this as a feedback and forward internally to work on the offers we provide. (2/2)",280993,order_status_delivery,Fri Oct 06 10:48:29 +0000 2017
280994,182774,I have lost trust in Amazon after this. You are using lies to sell your products. Will not be purchasing from the site anymore.,This isn't what we want you to feel. I'll ensure to share your comments internally to work on.,280996,order_status_delivery,Fri Oct 06 14:20:00 +0000 2017
280999,182956,"#406-7569115-7761108 Prime Failures-Amazon only Apologies or Sorries but customers PAY amazon 2 ask sorry,wat a worst SUE of money",We would like to know what went wrong. May I know if you've contacted our support team here: https://t.co/vlvfJr4nN9? (1/2),280998,order_status_delivery,Fri Oct 06 10:47:38 +0000 2017
281003,182957,#AmazonIndia why you play flash deal..stop chitting..if don't able to give..don't make any flash deal..worst company..,we consider them as personal information. Our Twitter page is visible to public. (3/3),281002,order_status_delivery,Fri Oct 06 10:47:12 +0000 2017
281008,171994,Hats off to amazon for delivering order at 11 pm to meet deadline.,Sorry for the late night delivery. I'll forward your feedback to the team internally.,281006,order_status_delivery,Fri Oct 06 10:47:00 +0000 2017
281007,171994,Its a good thing actually that ur team strives hard to meet deadlines. Try to deliver it early next time.,"Thanks for the trust you have in us, Mandeep. I will forward your feedback to our team internally to work on it.",281009,order_status_delivery,Fri Oct 06 11:25:32 +0000 2017
281012,182958,"everytime uses Hermes either my delivery is late a week or lost, please stop using hermes.",Sorry about this. Do you have a current order that you are waiting on? Is there a tracking update?: https://t.co/aaDyEz1VgE,281010,order_status_delivery,Fri Oct 06 10:46:33 +0000 2017
281011,182958,Eta was tuesday,My apologies. Is it still in transit?,281013,order_status_delivery,Fri Oct 06 11:00:28 +0000 2017
281015,182958,Amazon help line says keep waiting,Did our customer service offer any replacement options?,281016,order_status_delivery,Fri Oct 06 11:04:39 +0000 2017
281017,182958,"No everyday i phone everyday they say its definitely coming today, but even hermes is saying lost come on now","When you got in touch, did we advise waiting until a certain date?",281018,order_status_delivery,Fri Oct 06 11:17:00 +0000 2017
281019,182958,Yep yesterday then today,Thanks. If you get in touch via https://t.co/tkLCr7DNil I'll have a specialist look into this for you.,281020,order_status_delivery,Fri Oct 06 11:24:29 +0000 2017
281022,182959,A friend has received defective #OnePlus5 are refusing to replace it. Is this the level of service we should expect? 1/2,Have you reported this to our support team here: https://t.co/R3EfhzgU8B? We'll definitely look into it. 2/2,281021,damaged_defective_item,Fri Oct 06 10:46:00 +0000 2017
281025,182960,"Any idea how I can fix my Kindle Paperwhite, some parts of the screen has become unresponsive. I tried doing a factory reset.",Kindly contact our team here: https://t.co/tc3VJIYzxn and we'll help you out.,281024,digital_and_devices,Fri Oct 06 10:46:00 +0000 2017
277870,182361,I have talked to customer service executive they are now denying to refund me in bank account but I was told I will be refunded in bank acc.,I'm sorry for the trouble you are facing. Please fill this form: https://t.co/beaaDm0muc and we'll get back to you soon.,281123,returns_and_refunds,Fri Oct 06 11:13:08 +0000 2017
281126,182985,"So decided to give my order to a random resident of my building named Nizar, and I have no fucking idea who this is","Hello, we're so sorry about that, who was the carrier in charge of your delivery please ?",281124,order_status_delivery,Fri Oct 06 11:13:00 +0000 2017
281125,182985,"It's ""Amazon Logistics""",Can you please contact our CS in order to make the necessary researches for you. Can you also give me the tracking num?,281127,order_status_delivery,Fri Oct 06 11:46:55 +0000 2017
281129,182986,now days you are selling very useless and bad quality of product not expected from you that 😕,Looks like you had a bad experience with us. Please let us know what went wrong and we'll assist you accordingly.,281128,order_status_delivery,Fri Oct 06 11:12:02 +0000 2017
